Sale_ID,Customer_ID,Product_ID,Date,Quantity,Price,Discount,Name,Age,Gender,Region,Product_Name,Category,Supplier_ID,Cost_Price,Supplier_Name,Contact_Person,Contact_Email,City,State
2773,C116,P042,2024-04-11,1,53.0,0.09134762067988109,Carol Baker,62,M,Midwest,Gadget AP,Home Appliances,S002,26.5,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2774,C128,P039,2024-04-11,7,35.0,0.09923866387057112,Xander Carter,42,M,Midwest,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2775,C119,P013,2024-04-11,6,23.0,0.021718124316890332,Zoe Hill,41,F,Midwest,Tool M,Hardware,S003,11.5,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2776,C114,P038,2024-04-11,3,39.0,0.03996572345039347,Nina Carter,59,F,East Coast,Widget AL,Electronics,S008,19.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2777,C024,P018,2024-04-11,7,43.0,0.0622024762457726,Nina Baker,54,F,East Coast,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2778,C034,P028,2024-04-11,1,46.0,0.07743942612491243,Alice King,23,F,East Coast,Widget AB,Electronics,S008,23.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2779,C136,P028,2024-04-11,7,46.0,0.05243646230363602,Henry Mitchell,54,M,Midwest,Widget AB,Electronics,S008,23.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2780,C103,P034,2024-04-11,6,9.5,0.003606351828260135,Tina Allen,23,F,West Coast,Accessory AH,Accessories,S004,4.75,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2781,C011,P009,2024-04-12,2,36.0,0.09221927294516441,Frank Wright,55,M,North,Tool I,Hardware,S009,18.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2782,C103,P014,2024-04-12,7,12.0,0.045640199369494074,Tina Allen,23,F,West Coast,Accessory N,Accessories,S004,6.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2783,C146,P051,2024-04-12,2,31.5,0.043541860684504476,Dan Allen,64,M,North,Widget AY,Electronics,S001,15.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2784,C136,P045,2024-04-12,1,59.5,0.07014873273140783,Henry Mitchell,54,M,Midwest,Device AS,Electronics,S005,29.75,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2785,C058,P027,2024-04-12,3,85.0,0.04492275829068139,Zoe Carter,51,M,West Coast,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2786,C121,P036,2024-04-12,1,26.5,0.03160474951463689,Leo Carter,65,M,Midwest,Item AJ,Office Supplies,S006,13.25,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2787,C086,P008,2024-04-12,10,40.0,0.02817637566399287,Emily King,31,F,Midwest,Widget H,Electronics,S008,20.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2788,C076,P017,2024-04-12,4,80.0,0.031220064975191964,Grace White,51,M,West Coast,Appliance Q,Home Appliances,S007,40.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2789,C015,P034,2024-04-12,9,9.5,0.01763924455428181,Henry Parker,70,F,South,Accessory AH,Accessories,S004,4.75,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2790,C048,P018,2024-04-12,4,43.0,0.07813314379716177,Yara Walker,21,M,North,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2791,C097,P052,2024-04-12,7,47.5,0.012778731182250392,Henry Parker,18,F,North,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2792,C065,P037,2024-04-12,7,88.0,0.09448719530844797,Quinn Hall,64,M,East Coast,Appliance AK,Home Appliances,S007,44.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2793,C077,P041,2024-04-12,7,33.5,0.01959993195205,Frank Young,38,F,South,Widget AO,Electronics,S001,16.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2794,C059,P039,2024-04-12,10,35.0,0.09956705838255711,Yara Lee,36,M,North,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2795,C056,P008,2024-04-12,1,40.0,0.02489723806931742,Carol Lee,20,F,Midwest,Widget H,Electronics,S008,20.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2796,C109,P046,2024-04-12,2,25.5,0.05974201167424671,Oscar Clark,62,F,South,Item AT,Office Supplies,S006,12.75,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2797,C025,P048,2024-04-12,4,44.5,0.07255332231077807,Sam Smith,37,M,Midwest,Widget AV,Electronics,S008,22.25,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2798,C067,P023,2024-04-12,9,24.0,0.0002332851679059056,Rachel Hill,61,M,East Coast,Tool W,Hardware,S003,12.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2799,C072,P018,2024-04-12,5,43.0,0.005139850875575414,Carol Brown,37,M,West Coast,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2800,C027,P052,2024-04-12,8,47.5,0.082127679479943,Sam Wright,68,M,South,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2801,C086,P005,2024-04-12,9,60.0,0.0034145249546132963,Emily King,31,F,Midwest,Device E,Electronics,S005,30.0,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2802,C091,P042,2024-04-12,4,53.0,0.03063580991639321,Uma Lee,67,F,Midwest,Gadget AP,Home Appliances,S002,26.5,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2803,C065,P018,2024-04-12,3,43.0,0.059823562297776,Quinn Hall,64,M,East Coast,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2804,C085,P007,2024-04-12,8,90.0,0.048496259555786084,Rachel Green,20,F,North,Appliance G,Home Appliances,S007,45.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2805,C114,P039,2024-04-13,2,35.0,0.028429205547635006,Nina Carter,59,F,East Coast,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2806,C029,P048,2024-04-13,5,44.5,0.08679647650903914,Quinn Taylor,38,M,West Coast,Widget AV,Electronics,S008,22.25,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2807,C127,P047,2024-04-13,4,82.5,0.09221150046834933,Nina White,67,F,Midwest,Appliance AU,Home Appliances,S007,41.25,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2808,C062,P029,2024-04-13,1,40.0,0.009099869040436016,Henry Parker,68,M,West Coast,Tool AC,Hardware,S009,20.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2809,C081,P012,2024-04-13,8,44.0,0.008765457299528623,Jack Young,59,M,South,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2810,C047,P029,2024-04-13,4,40.0,0.04364565355872146,Leo Young,53,M,South,Tool AC,Hardware,S009,20.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2811,C027,P029,2024-04-13,5,40.0,0.04035579418617483,Sam Wright,68,M,South,Tool AC,Hardware,S009,20.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2812,C104,P041,2024-04-13,5,33.5,0.04745689685613702,Bob Young,48,F,West Coast,Widget AO,Electronics,S001,16.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2813,C085,P016,2024-04-13,10,26.0,0.008904387504777211,Rachel Green,20,F,North,Item P,Office Supplies,S006,13.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2814,C026,P038,2024-04-13,9,39.0,0.054901742731199014,Nina Allen,24,M,South,Widget AL,Electronics,S008,19.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2815,C051,P010,2024-04-13,6,15.0,0.09267781199563273,Yara Young,66,M,West Coast,Accessory J,Accessories,S010,7.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
2816,C106,P006,2024-04-13,1,25.0,0.025635260921497573,Emily Green,61,M,North,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2817,C068,P045,2024-04-13,5,59.5,0.002133384290525098,Rachel Hill,51,M,South,Device AS,Electronics,S005,29.75,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2818,C109,P014,2024-04-13,4,12.0,0.0032649107888267914,Oscar Clark,62,F,South,Accessory N,Accessories,S004,6.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2819,C044,P026,2024-04-13,1,22.0,0.0833592583759946,Oscar Adams,21,F,South,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2820,C109,P036,2024-04-13,1,26.5,0.025271547098336834,Oscar Clark,62,F,South,Item AJ,Office Supplies,S006,13.25,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2821,C072,P026,2024-04-14,4,22.0,0.037302112465860564,Carol Brown,37,M,West Coast,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2822,C054,P017,2024-04-14,5,80.0,0.03528442112873188,Alice Allen,62,F,Midwest,Appliance Q,Home Appliances,S007,40.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2823,C145,P001,2024-04-14,10,30.0,0.09260740717797188,Grace Parker,55,M,North,Widget A,Electronics,S001,15.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2824,C136,P014,2024-04-14,6,12.0,0.07528298370777893,Henry Mitchell,54,M,Midwest,Accessory N,Accessories,S004,6.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2825,C124,P016,2024-04-14,7,26.0,0.00424760060078212,Rachel Allen,24,F,North,Item P,Office Supplies,S006,13.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2826,C103,P004,2024-04-14,3,10.0,0.04648145794062297,Tina Allen,23,F,West Coast,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2827,C144,P053,2024-04-14,9,22.5,0.0749014736198635,Karen Allen,56,F,West Coast,Tool BA,Hardware,S003,11.25,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2828,C050,P039,2024-04-14,3,35.0,0.0324127456896745,Emily Lee,70,M,East Coast,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2829,C043,P014,2024-04-14,1,12.0,0.049295225291899315,Uma Mitchell,46,M,South,Accessory N,Accessories,S004,6.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2830,C116,P015,2024-04-14,1,70.0,0.09447936581221672,Carol Baker,62,M,Midwest,Device O,Electronics,S005,35.0,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2831,C045,P027,2024-04-14,6,85.0,0.021096808143447932,Leo Green,52,F,Midwest,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2832,C073,P012,2024-04-14,2,44.0,0.026530759991899213,Mia Allen,36,M,East Coast,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2833,C109,P008,2024-04-14,9,40.0,0.09840487421930744,Oscar Clark,62,F,South,Widget H,Electronics,S008,20.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2834,C120,P006,2024-04-14,2,25.0,0.022444457696491338,Leo Brown,70,F,West Coast,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2835,C043,P026,2024-04-14,9,22.0,0.04199904798624532,Uma Mitchell,46,M,South,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2836,C091,P038,2024-04-14,9,39.0,0.08233677566596037,Uma Lee,67,F,Midwest,Widget AL,Electronics,S008,19.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2837,C008,P006,2024-04-14,2,25.0,0.004082130998999167,Mia Allen,61,M,East Coast,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2838,C144,P016,2024-04-14,10,26.0,0.07695898376008153,Karen Allen,56,F,West Coast,Item P,Office Supplies,S006,13.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2839,C118,P018,2024-04-15,10,43.0,0.049795263052448815,Jack Adams,53,M,Midwest,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2840,C033,P029,2024-04-15,5,40.0,0.09609950868203382,Grace Mitchell,54,M,West Coast,Tool AC,Hardware,S009,20.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2841,C061,P038,2024-04-15,2,39.0,0.044664289679295525,Paul Young,62,M,Midwest,Widget AL,Electronics,S008,19.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2842,C110,P019,2024-04-15,10,38.0,0.046570261124906656,Zoe Young,55,M,West Coast,Tool S,Hardware,S009,19.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2843,C082,P006,2024-04-15,10,25.0,0.0340551648555102,Quinn Lee,34,M,South,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2844,C130,P027,2024-04-15,1,85.0,0.0951754593947474,Alice King,60,M,Midwest,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2845,C037,P017,2024-04-15,3,80.0,0.08580951531124013,Dan White,21,F,Midwest,Appliance Q,Home Appliances,S007,40.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2846,C013,P046,2024-04-15,4,25.5,0.0843852332547194,Victor Baker,70,F,Midwest,Item AT,Office Supplies,S006,12.75,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2847,C085,P053,2024-04-15,10,22.5,0.059080998472090064,Rachel Green,20,F,North,Tool BA,Hardware,S003,11.25,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2848,C012,P013,2024-04-15,10,23.0,0.005711427682764104,Frank Young,23,F,South,Tool M,Hardware,S003,11.5,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2849,C135,P019,2024-04-15,2,38.0,0.08287461614364956,Rachel Young,41,F,West Coast,Tool S,Hardware,S009,19.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2850,C024,P021,2024-04-15,5,34.0,0.04985149136588109,Nina Baker,54,F,East Coast,Widget U,Electronics,S001,17.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2851,C099,P017,2024-04-15,4,80.0,0.08022680290509994,Rachel Lee,67,F,West Coast,Appliance Q,Home Appliances,S007,40.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2852,C128,P004,2024-04-15,8,10.0,0.058362404236217906,Xander Carter,42,M,Midwest,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2853,C086,P009,2024-04-15,4,36.0,0.044362393871518496,Emily King,31,F,Midwest,Tool I,Hardware,S009,18.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2854,C034,P002,2024-04-15,7,50.0,0.08870437069788689,Alice King,23,F,East Coast,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2855,C150,P051,2024-04-15,2,31.5,0.07879856716622964,Wendy Lee,24,M,South,Widget AY,Electronics,S001,15.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2856,C049,P044,2024-04-15,5,10.5,0.011981363050866278,Victor Brown,48,M,Midwest,Accessory AR,Accessories,S004,5.25,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2857,C107,P002,2024-04-15,5,50.0,0.09093471447597452,Jack Hall,68,F,Midwest,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2858,C002,P052,2024-04-15,9,47.5,0.010918506059154232,Xander Jones,66,F,Midwest,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2859,C094,P052,2024-04-15,9,47.5,0.0020950230350690103,Dan Lee,18,F,West Coast,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2860,C063,P006,2024-04-15,1,25.0,0.057949176157325345,Karen Wright,26,M,West Coast,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2861,C016,P044,2024-04-15,9,10.5,0.06740255819102735,Uma Jones,66,F,East Coast,Accessory AR,Accessories,S004,5.25,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2862,C021,P004,2024-04-15,2,10.0,0.017853394345914365,Grace Brown,51,F,South,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2863,C032,P042,2024-04-16,5,53.0,0.01411312491924558,Bob Allen,34,F,North,Gadget AP,Home Appliances,S002,26.5,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2864,C081,P012,2024-04-16,6,44.0,0.06737556867911355,Jack Young,59,M,South,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2865,C018,P012,2024-04-16,2,44.0,0.04351038268647639,Emily Walker,68,F,East Coast,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2866,C140,P027,2024-04-16,1,85.0,0.06175899921386485,Wendy Hall,28,F,East Coast,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2867,C048,P038,2024-04-16,3,39.0,0.030495696758557768,Yara Walker,21,M,North,Widget AL,Electronics,S008,19.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2868,C121,P024,2024-04-16,6,11.0,0.026383502984103892,Leo Carter,65,M,Midwest,Accessory X,Accessories,S004,5.5,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2869,C045,P003,2024-04-16,10,20.0,0.09704597437624515,Leo Green,52,F,Midwest,Tool C,Hardware,S003,10.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2870,C066,P031,2024-04-16,7,37.0,0.03699758342005135,Sam Brown,32,M,South,Widget AE,Electronics,S001,18.5,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2871,C118,P034,2024-04-16,10,9.5,0.021843707630970544,Jack Adams,53,M,Midwest,Accessory AH,Accessories,S004,4.75,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2872,C092,P035,2024-04-16,3,63.0,0.019370788604551072,Xander Walker,54,F,North,Device AI,Electronics,S005,31.5,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2873,C059,P023,2024-04-16,6,24.0,0.0020201558127401543,Yara Lee,36,M,North,Tool W,Hardware,S003,12.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2874,C021,P003,2024-04-16,1,20.0,0.0573968075688685,Grace Brown,51,F,South,Tool C,Hardware,S003,10.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2875,C130,P042,2024-04-16,8,53.0,0.045488092010169096,Alice King,60,M,Midwest,Gadget AP,Home Appliances,S002,26.5,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2876,C127,P010,2024-04-16,5,15.0,0.05849693608235021,Nina White,67,F,Midwest,Accessory J,Accessories,S010,7.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
2877,C113,P046,2024-04-16,1,25.5,0.05683295270897645,Paul Brown,64,F,South,Item AT,Office Supplies,S006,12.75,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2878,C113,P004,2024-04-17,10,10.0,0.04395320637048146,Paul Brown,64,F,South,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2879,C106,P018,2024-04-17,8,43.0,0.06353816257288507,Emily Green,61,M,North,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2880,C028,P006,2024-04-17,7,25.0,0.005800881536391401,Oscar Green,24,M,South,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2881,C090,P043,2024-04-17,8,28.0,0.01761508575862103,Carol Brown,41,M,North,Tool AQ,Hardware,S003,14.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2882,C116,P053,2024-04-17,3,22.5,0.029735765622095,Carol Baker,62,M,Midwest,Tool BA,Hardware,S003,11.25,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2883,C100,P039,2024-04-17,9,35.0,0.01786261005398738,Paul Wright,68,M,East Coast,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2884,C048,P044,2024-04-17,9,10.5,0.04576823771187505,Yara Walker,21,M,North,Accessory AR,Accessories,S004,5.25,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2885,C010,P011,2024-04-17,4,32.0,0.04579771687494813,Grace White,37,F,East Coast,Widget K,Electronics,S001,16.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2886,C032,P051,2024-04-17,1,31.5,0.05544083100371821,Bob Allen,34,F,North,Widget AY,Electronics,S001,15.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2887,C139,P051,2024-04-17,4,31.5,0.05540173750347133,Nina Young,53,M,North,Widget AY,Electronics,S001,15.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2888,C091,P045,2024-04-17,9,59.5,0.0964351092473065,Uma Lee,67,F,Midwest,Device AS,Electronics,S005,29.75,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2889,C130,P052,2024-04-17,6,47.5,0.08252874292954956,Alice King,60,M,Midwest,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2890,C006,P051,2024-04-17,1,31.5,0.09576017860728588,Grace Hall,56,F,East Coast,Widget AY,Electronics,S001,15.75,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2891,C020,P017,2024-04-17,6,80.0,0.0018413994818724411,Zoe Adams,19,F,Midwest,Appliance Q,Home Appliances,S007,40.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2892,C150,P006,2024-04-17,3,25.0,0.04498728125189314,Wendy Lee,24,M,South,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2893,C060,P022,2024-04-17,2,54.0,0.02102405418967661,Alice Adams,38,M,East Coast,Gadget V,Home Appliances,S002,27.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2894,C055,P033,2024-04-17,9,21.0,0.04276475058870635,Yara Walker,58,F,Midwest,Tool AG,Hardware,S003,10.5,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2895,C006,P021,2024-04-17,3,34.0,0.046508625450854414,Grace Hall,56,F,East Coast,Widget U,Electronics,S001,17.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2896,C002,P020,2024-04-17,5,17.0,0.008867707111119894,Xander Jones,66,F,Midwest,Accessory T,Accessories,S010,8.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
2897,C082,P026,2024-04-18,2,22.0,0.061347705443367054,Quinn Lee,34,M,South,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
2898,C010,P008,2024-04-18,10,40.0,0.07334849263343472,Grace White,37,F,East Coast,Widget H,Electronics,S008,20.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
2899,C010,P052,2024-04-18,9,47.5,0.09724569410102349,Grace White,37,F,East Coast,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
2900,C117,P010,2024-04-18,5,15.0,0.028534028200678654,Isla Walker,44,M,South,Accessory J,Accessories,S010,7.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
2901,C029,P027,2024-04-18,9,85.0,0.05681766030830008,Quinn Taylor,38,M,West Coast,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2902,C063,P011,2024-04-18,7,32.0,0.052703453104542,Karen Wright,26,M,West Coast,Widget K,Electronics,S001,16.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
2903,C031,P003,2024-04-18,4,20.0,0.04730195264760793,Dan White,29,F,Midwest,Tool C,Hardware,S003,10.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
2904,C149,P040,2024-04-18,10,13.0,0.050977980982157584,Frank Carter,42,F,South,Accessory AN,Accessories,S010,6.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
2905,C026,P007,2024-04-18,7,90.0,0.029419467572077154,Nina Allen,24,M,South,Appliance G,Home Appliances,S007,45.0,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
2906,C134,P039,2024-04-18,10,35.0,0.033003647227392054,Yara Hill,36,M,North,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
2907,C049,P024,2024-04-18,7,11.0,0.04035331769356959,Victor Brown,48,M,Midwest,Accessory X,Accessories,S004,5.5,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
2908,C040,P025,2024-04-19,7,65.0,0.02093712976684005,Frank White,53,M,South,Device Y,Electronics,S005,32.5,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
2909,C026,P050,2024-04-19,3,17.5,0.028948914383295457,Nina Allen,24,M,South,Accessory AX,Accessories,S010,8.75,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
